region;statistikkvariabel;tid;Folkemengd og kvartalsvise endringar, etter region, statistikkvariabel og tid
0418 Nord-Odal;Fødselsoverskot;2016K1;-11
0418 Nord-Odal;Innvandring;2016K1;13
0418 Nord-Odal;Utvandring;2016K1;7
0418 Nord-Odal;Innflytting, innalandsk;2016K1;43
0418 Nord-Odal;Utflytting, innalandsk;2016K1;41
0418 Nord-Odal;Nettoinnflytting, inkl. inn- og utvandring;2016K1;8
0418 Nord-Odal;Folkevekst;2016K1;-3
0418 Nord-Odal;Folketalet ved utgangen av kvartalet;2016K1;5128
0419 Sør-Odal;Folketalet ved inngangen av kvartalet;2016K1;7901
0419 Sør-Odal;Fødde;2016K1;14
0419 Sør-Odal;Døde;2016K1;34
0419 Sør-Odal;Fødselsoverskot;2016K1;-20
0419 Sør-Odal;Innvandring;2016K1;5
0419 Sør-Odal;Utvandring;2016K1;6
0419 Sør-Odal;Innflytting, innalandsk;2016K1;80
0419 Sør-Odal;Utflytting, innalandsk;2016K1;83
0419 Sør-Odal;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-4
0419 Sør-Odal;Folkevekst;2016K1;-24
0419 Sør-Odal;Folketalet ved utgangen av kvartalet;2016K1;7877
0420 Eidskog;Folketalet ved inngangen av kvartalet;2016K1;6142
0420 Eidskog;Fødde;2016K1;12
0420 Eidskog;Døde;2016K1;21
0420 Eidskog;Fødselsoverskot;2016K1;-9
0420 Eidskog;Innvandring;2016K1;12
0420 Eidskog;Utvandring;2016K1;6
0420 Eidskog;Innflytting, innalandsk;2016K1;61
0420 Eidskog;Utflytting, innalandsk;2016K1;35
0420 Eidskog;Nettoinnflytting, inkl. inn- og utvandring;2016K1;32
0420 Eidskog;Folkevekst;2016K1;23
0420 Eidskog;Folketalet ved utgangen av kvartalet;2016K1;6165
0423 Grue;Folketalet ved inngangen av kvartalet;2016K1;4763
0423 Grue;Fødde;2016K1;5
0423 Grue;Døde;2016K1;18
0423 Grue;Fødselsoverskot;2016K1;-13
0423 Grue;Innvandring;2016K1;20
0423 Grue;Utvandring;2016K1;2
0423 Grue;Innflytting, innalandsk;2016K1;47
0423 Grue;Utflytting, innalandsk;2016K1;54
0423 Grue;Nettoinnflytting, inkl. inn- og utvandring;2016K1;11
0423 Grue;Folkevekst;2016K1;-2
0423 Grue;Folketalet ved utgangen av kvartalet;2016K1;4761
0425 Åsnes;Folketalet ved inngangen av kvartalet;2016K1;7456
0425 Åsnes;Fødde;2016K1;13
0425 Åsnes;Døde;2016K1;34
0425 Åsnes;Fødselsoverskot;2016K1;-21
0425 Åsnes;Innvandring;2016K1;29
0425 Åsnes;Utvandring;2016K1;5
0425 Åsnes;Innflytting, innalandsk;2016K1;57
0425 Åsnes;Utflytting, innalandsk;2016K1;91
0425 Åsnes;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-10
0425 Åsnes;Folkevekst;2016K1;-31
0425 Åsnes;Folketalet ved utgangen av kvartalet;2016K1;7425
0426 Våler (Hedm.);Folketalet ved inngangen av kvartalet;2016K1;3760
0426 Våler (Hedm.);Fødde;2016K1;4
0426 Våler (Hedm.);Døde;2016K1;14
0426 Våler (Hedm.);Fødselsoverskot;2016K1;-10
0426 Våler (Hedm.);Innvandring;2016K1;5
0426 Våler (Hedm.);Utvandring;2016K1;6
0426 Våler (Hedm.);Innflytting, innalandsk;2016K1;29
0426 Våler (Hedm.);Utflytting, innalandsk;2016K1;41
0426 Våler (Hedm.);Nettoinnflytting, inkl. inn- og utvandring;2016K1;-13
0426 Våler (Hedm.);Folkevekst;2016K1;-23
0426 Våler (Hedm.);Folketalet ved utgangen av kvartalet;2016K1;3737
0427 Elverum;Folketalet ved inngangen av kvartalet;2016K1;21030
0427 Elverum;Fødde;2016K1;54
0427 Elverum;Døde;2016K1;68
0427 Elverum;Fødselsoverskot;2016K1;-14
0427 Elverum;Innvandring;2016K1;28
0427 Elverum;Utvandring;2016K1;23
0427 Elverum;Innflytting, innalandsk;2016K1;188
0427 Elverum;Utflytting, innalandsk;2016K1;174
0427 Elverum;Nettoinnflytting, inkl. inn- og utvandring;2016K1;19
0427 Elverum;Folkevekst;2016K1;5
0427 Elverum;Folketalet ved utgangen av kvartalet;2016K1;21035
0428 Trysil;Folketalet ved inngangen av kvartalet;2016K1;6525
0428 Trysil;Fødde;2016K1;14
0428 Trysil;Døde;2016K1;20
0428 Trysil;Fødselsoverskot;2016K1;-6
0428 Trysil;Innvandring;2016K1;22
0428 Trysil;Utvandring;2016K1;6
0428 Trysil;Innflytting, innalandsk;2016K1;25
0428 Trysil;Utflytting, innalandsk;2016K1;38
0428 Trysil;Nettoinnflytting, inkl. inn- og utvandring;2016K1;3
0428 Trysil;Folkevekst;2016K1;-3
0428 Trysil;Folketalet ved utgangen av kvartalet;2016K1;6522
0429 Åmot;Folketalet ved inngangen av kvartalet;2016K1;4429
0429 Åmot;Fødde;2016K1;12
0429 Åmot;Døde;2016K1;17
0429 Åmot;Fødselsoverskot;2016K1;-5
0429 Åmot;Innvandring;2016K1;3
0429 Åmot;Utvandring;2016K1;0
0429 Åmot;Innflytting, innalandsk;2016K1;59
0429 Åmot;Utflytting, innalandsk;2016K1;46
0429 Åmot;Nettoinnflytting, inkl. inn- og utvandring;2016K1;16
0429 Åmot;Folkevekst;2016K1;11
0429 Åmot;Folketalet ved utgangen av kvartalet;2016K1;4440
0430 Stor-Elvdal;Folketalet ved inngangen av kvartalet;2016K1;2600
0430 Stor-Elvdal;Fødde;2016K1;7
0430 Stor-Elvdal;Døde;2016K1;10
0430 Stor-Elvdal;Fødselsoverskot;2016K1;-3
0430 Stor-Elvdal;Innvandring;2016K1;30
0430 Stor-Elvdal;Utvandring;2016K1;3
0430 Stor-Elvdal;Innflytting, innalandsk;2016K1;23
0430 Stor-Elvdal;Utflytting, innalandsk;2016K1;63
0430 Stor-Elvdal;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-13
0430 Stor-Elvdal;Folkevekst;2016K1;-16
0430 Stor-Elvdal;Folketalet ved utgangen av kvartalet;2016K1;2584
0432 Rendalen;Folketalet ved inngangen av kvartalet;2016K1;1881
0432 Rendalen;Fødde;2016K1;2
0432 Rendalen;Døde;2016K1;7
0432 Rendalen;Fødselsoverskot;2016K1;-5
0432 Rendalen;Innvandring;2016K1;14
0432 Rendalen;Utvandring;2016K1;2
0432 Rendalen;Innflytting, innalandsk;2016K1;22
0432 Rendalen;Utflytting, innalandsk;2016K1;21
0432 Rendalen;Nettoinnflytting, inkl. inn- og utvandring;2016K1;13
0432 Rendalen;Folkevekst;2016K1;8
0432 Rendalen;Folketalet ved utgangen av kvartalet;2016K1;1889
0434 Engerdal;Folketalet ved inngangen av kvartalet;2016K1;1305
0434 Engerdal;Fødde;2016K1;1
0434 Engerdal;Døde;2016K1;5
0434 Engerdal;Fødselsoverskot;2016K1;-4
0434 Engerdal;Innvandring;2016K1;6
0434 Engerdal;Utvandring;2016K1;1
0434 Engerdal;Innflytting, innalandsk;2016K1;4
0434 Engerdal;Utflytting, innalandsk;2016K1;26
0434 Engerdal;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-17
0434 Engerdal;Folkevekst;2016K1;-21
0434 Engerdal;Folketalet ved utgangen av kvartalet;2016K1;1284
0436 Tolga;Folketalet ved inngangen av kvartalet;2016K1;1620
0436 Tolga;Fødde;2016K1;6
0436 Tolga;Døde;2016K1;5
0436 Tolga;Fødselsoverskot;2016K1;1
0436 Tolga;Innvandring;2016K1;0
0436 Tolga;Utvandring;2016K1;1
0436 Tolga;Innflytting, innalandsk;2016K1;11
0436 Tolga;Utflytting, innalandsk;2016K1;14
0436 Tolga;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-4
0436 Tolga;Folkevekst;2016K1;-3
0436 Tolga;Folketalet ved utgangen av kvartalet;2016K1;1617
0437 Tynset;Folketalet ved inngangen av kvartalet;2016K1;5580
0437 Tynset;Fødde;2016K1;5
0437 Tynset;Døde;2016K1;14
0437 Tynset;Fødselsoverskot;2016K1;-9
0437 Tynset;Innvandring;2016K1;21
0437 Tynset;Utvandring;2016K1;2
0437 Tynset;Innflytting, innalandsk;2016K1;46
0437 Tynset;Utflytting, innalandsk;2016K1;47
0437 Tynset;Nettoinnflytting, inkl. inn- og utvandring;2016K1;18
0437 Tynset;Folkevekst;2016K1;9
0437 Tynset;Folketalet ved utgangen av kvartalet;2016K1;5589
0438 Alvdal;Folketalet ved inngangen av kvartalet;2016K1;2426
0438 Alvdal;Fødde;2016K1;6
0438 Alvdal;Døde;2016K1;6
0438 Alvdal;Fødselsoverskot;2016K1;0
0438 Alvdal;Innvandring;2016K1;0
0438 Alvdal;Utvandring;2016K1;1
0438 Alvdal;Innflytting, innalandsk;2016K1;14
0438 Alvdal;Utflytting, innalandsk;2016K1;15
0438 Alvdal;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-2
0438 Alvdal;Folkevekst;2016K1;-2
0438 Alvdal;Folketalet ved utgangen av kvartalet;2016K1;2424
0439 Folldal;Folketalet ved inngangen av kvartalet;2016K1;1592
0439 Folldal;Fødde;2016K1;3
0439 Folldal;Døde;2016K1;3
0439 Folldal;Fødselsoverskot;2016K1;0
0439 Folldal;Innvandring;2016K1;1
0439 Folldal;Utvandring;2016K1;0
0439 Folldal;Innflytting, innalandsk;2016K1;18
0439 Folldal;Utflytting, innalandsk;2016K1;13
0439 Folldal;Nettoinnflytting, inkl. inn- og utvandring;2016K1;6
0439 Folldal;Folkevekst;2016K1;6
0439 Folldal;Folketalet ved utgangen av kvartalet;2016K1;1598
0441 Os (Hedm.);Folketalet ved inngangen av kvartalet;2016K1;1956
0441 Os (Hedm.);Fødde;2016K1;1
0441 Os (Hedm.);Døde;2016K1;4
0441 Os (Hedm.);Fødselsoverskot;2016K1;-3
0441 Os (Hedm.);Innvandring;2016K1;7
0441 Os (Hedm.);Utvandring;2016K1;1
0441 Os (Hedm.);Innflytting, innalandsk;2016K1;19
0441 Os (Hedm.);Utflytting, innalandsk;2016K1;12
0441 Os (Hedm.);Nettoinnflytting, inkl. inn- og utvandring;2016K1;13
0441 Os (Hedm.);Folkevekst;2016K1;10
0441 Os (Hedm.);Folketalet ved utgangen av kvartalet;2016K1;1966
0501 Lillehammer;Folketalet ved inngangen av kvartalet;2016K1;27476
0501 Lillehammer;Fødde;2016K1;51
0501 Lillehammer;Døde;2016K1;58
0501 Lillehammer;Fødselsoverskot;2016K1;-7
0501 Lillehammer;Innvandring;2016K1;37
0501 Lillehammer;Utvandring;2016K1;12
0501 Lillehammer;Innflytting, innalandsk;2016K1;304
0501 Lillehammer;Utflytting, innalandsk;2016K1;254
0501 Lillehammer;Nettoinnflytting, inkl. inn- og utvandring;2016K1;75
0501 Lillehammer;Folkevekst;2016K1;68
0501 Lillehammer;Folketalet ved utgangen av kvartalet;2016K1;27544
0502 Gjøvik;Folketalet ved inngangen av kvartalet;2016K1;30137
0502 Gjøvik;Fødde;2016K1;72
0502 Gjøvik;Døde;2016K1;65
0502 Gjøvik;Fødselsoverskot;2016K1;7
0502 Gjøvik;Innvandring;2016K1;91
0502 Gjøvik;Utvandring;2016K1;23
0502 Gjøvik;Innflytting, innalandsk;2016K1;266
0502 Gjøvik;Utflytting, innalandsk;2016K1;309
0502 Gjøvik;Nettoinnflytting, inkl. inn- og utvandring;2016K1;25
0502 Gjøvik;Folkevekst;2016K1;32
0502 Gjøvik;Folketalet ved utgangen av kvartalet;2016K1;30169
0511 Dovre;Folketalet ved inngangen av kvartalet;2016K1;2701
0511 Dovre;Fødde;2016K1;2
0511 Dovre;Døde;2016K1;9
0511 Dovre;Fødselsoverskot;2016K1;-7
0511 Dovre;Innvandring;2016K1;19
0511 Dovre;Utvandring;2016K1;5
0511 Dovre;Innflytting, innalandsk;2016K1;18
0511 Dovre;Utflytting, innalandsk;2016K1;53
0511 Dovre;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-21
0511 Dovre;Folkevekst;2016K1;-28
0511 Dovre;Folketalet ved utgangen av kvartalet;2016K1;2673
0512 Lesja;Folketalet ved inngangen av kvartalet;2016K1;2055
0512 Lesja;Fødde;2016K1;4
0512 Lesja;Døde;2016K1;7
0512 Lesja;Fødselsoverskot;2016K1;-3
0512 Lesja;Innvandring;2016K1;4
0512 Lesja;Utvandring;2016K1;2
0512 Lesja;Innflytting, innalandsk;2016K1;9
0512 Lesja;Utflytting, innalandsk;2016K1;14
0512 Lesja;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-3
0512 Lesja;Folkevekst;2016K1;-6
0512 Lesja;Folketalet ved utgangen av kvartalet;2016K1;2049
0513 Skjåk;Folketalet ved inngangen av kvartalet;2016K1;2204
0513 Skjåk;Fødde;2016K1;5
0513 Skjåk;Døde;2016K1;4
0513 Skjåk;Fødselsoverskot;2016K1;1
0513 Skjåk;Innvandring;2016K1;4
0513 Skjåk;Utvandring;2016K1;2
0513 Skjåk;Innflytting, innalandsk;2016K1;15
0513 Skjåk;Utflytting, innalandsk;2016K1;22
0513 Skjåk;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-5
0513 Skjåk;Folkevekst;2016K1;-4
0513 Skjåk;Folketalet ved utgangen av kvartalet;2016K1;2200
0514 Lom;Folketalet ved inngangen av kvartalet;2016K1;2347
0514 Lom;Fødde;2016K1;8
0514 Lom;Døde;2016K1;5
0514 Lom;Fødselsoverskot;2016K1;3
0514 Lom;Innvandring;2016K1;9
0514 Lom;Utvandring;2016K1;0
0514 Lom;Innflytting, innalandsk;2016K1;14
0514 Lom;Utflytting, innalandsk;2016K1;14
0514 Lom;Nettoinnflytting, inkl. inn- og utvandring;2016K1;9
0514 Lom;Folkevekst;2016K1;12
0514 Lom;Folketalet ved utgangen av kvartalet;2016K1;2359
0515 Vågå;Folketalet ved inngangen av kvartalet;2016K1;3664
0515 Vågå;Fødde;2016K1;3
0515 Vågå;Døde;2016K1;18
0515 Vågå;Fødselsoverskot;2016K1;-15
0515 Vågå;Innvandring;2016K1;1
0515 Vågå;Utvandring;2016K1;0
0515 Vågå;Innflytting, innalandsk;2016K1;15
0515 Vågå;Utflytting, innalandsk;2016K1;25
0515 Vågå;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-9
0515 Vågå;Folkevekst;2016K1;-24
0515 Vågå;Folketalet ved utgangen av kvartalet;2016K1;3640
0516 Nord-Fron;Folketalet ved inngangen av kvartalet;2016K1;5741
0516 Nord-Fron;Fødde;2016K1;16
0516 Nord-Fron;Døde;2016K1;19
0516 Nord-Fron;Fødselsoverskot;2016K1;-3
0516 Nord-Fron;Innvandring;2016K1;10
0516 Nord-Fron;Utvandring;2016K1;2
0516 Nord-Fron;Innflytting, innalandsk;2016K1;52
0516 Nord-Fron;Utflytting, innalandsk;2016K1;40
0516 Nord-Fron;Nettoinnflytting, inkl. inn- og utvandring;2016K1;20
0516 Nord-Fron;Folkevekst;2016K1;17
0516 Nord-Fron;Folketalet ved utgangen av kvartalet;2016K1;5758
0517 Sel;Folketalet ved inngangen av kvartalet;2016K1;5935
0517 Sel;Fødde;2016K1;8
0517 Sel;Døde;2016K1;13
0517 Sel;Fødselsoverskot;2016K1;-5
0517 Sel;Innvandring;2016K1;17
0517 Sel;Utvandring;2016K1;4
0517 Sel;Innflytting, innalandsk;2016K1;36
0517 Sel;Utflytting, innalandsk;2016K1;56
0517 Sel;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-7
0517 Sel;Folkevekst;2016K1;-12
0517 Sel;Folketalet ved utgangen av kvartalet;2016K1;5923
0519 Sør-Fron;Folketalet ved inngangen av kvartalet;2016K1;3154
0519 Sør-Fron;Fødde;2016K1;4
0519 Sør-Fron;Døde;2016K1;11
0519 Sør-Fron;Fødselsoverskot;2016K1;-7
0519 Sør-Fron;Innvandring;2016K1;8
0519 Sør-Fron;Utvandring;2016K1;3
0519 Sør-Fron;Innflytting, innalandsk;2016K1;22
0519 Sør-Fron;Utflytting, innalandsk;2016K1;22
0519 Sør-Fron;Nettoinnflytting, inkl. inn- og utvandring;2016K1;5
0519 Sør-Fron;Folkevekst;2016K1;-2
0519 Sør-Fron;Folketalet ved utgangen av kvartalet;2016K1;3152
0520 Ringebu;Folketalet ved inngangen av kvartalet;2016K1;4462
0520 Ringebu;Fødde;2016K1;10
0520 Ringebu;Døde;2016K1;12
0520 Ringebu;Fødselsoverskot;2016K1;-2
0520 Ringebu;Innvandring;2016K1;8
0520 Ringebu;Utvandring;2016K1;5
0520 Ringebu;Innflytting, innalandsk;2016K1;44
0520 Ringebu;Utflytting, innalandsk;2016K1;48
0520 Ringebu;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-1
0520 Ringebu;Folkevekst;2016K1;-3
0520 Ringebu;Folketalet ved utgangen av kvartalet;2016K1;4459
0521 Øyer;Folketalet ved inngangen av kvartalet;2016K1;5072
0521 Øyer;Fødde;2016K1;16
0521 Øyer;Døde;2016K1;12
0521 Øyer;Fødselsoverskot;2016K1;4
0521 Øyer;Innvandring;2016K1;4
0521 Øyer;Utvandring;2016K1;14
0521 Øyer;Innflytting, innalandsk;2016K1;37
0521 Øyer;Utflytting, innalandsk;2016K1;49
0521 Øyer;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-22
0521 Øyer;Folkevekst;2016K1;-18
0521 Øyer;Folketalet ved utgangen av kvartalet;2016K1;5054
0522 Gausdal;Folketalet ved inngangen av kvartalet;2016K1;6227
0522 Gausdal;Fødde;2016K1;20
0522 Gausdal;Døde;2016K1;14
0522 Gausdal;Fødselsoverskot;2016K1;6
0522 Gausdal;Innvandring;2016K1;12
0522 Gausdal;Utvandring;2016K1;2
0522 Gausdal;Innflytting, innalandsk;2016K1;49
0522 Gausdal;Utflytting, innalandsk;2016K1;54
0522 Gausdal;Nettoinnflytting, inkl. inn- og utvandring;2016K1;5
0522 Gausdal;Folkevekst;2016K1;11
0522 Gausdal;Folketalet ved utgangen av kvartalet;2016K1;6238
0528 Østre Toten;Folketalet ved inngangen av kvartalet;2016K1;14906
0528 Østre Toten;Fødde;2016K1;27
0528 Østre Toten;Døde;2016K1;28
0528 Østre Toten;Fødselsoverskot;2016K1;-1
0528 Østre Toten;Innvandring;2016K1;33
0528 Østre Toten;Utvandring;2016K1;7
0528 Østre Toten;Innflytting, innalandsk;2016K1;126
0528 Østre Toten;Utflytting, innalandsk;2016K1;135
0528 Østre Toten;Nettoinnflytting, inkl. inn- og utvandring;2016K1;17
0528 Østre Toten;Folkevekst;2016K1;16
0528 Østre Toten;Folketalet ved utgangen av kvartalet;2016K1;14922
0529 Vestre Toten;Folketalet ved inngangen av kvartalet;2016K1;13180
0529 Vestre Toten;Fødde;2016K1;26
0529 Vestre Toten;Døde;2016K1;35
0529 Vestre Toten;Fødselsoverskot;2016K1;-9
0529 Vestre Toten;Innvandring;2016K1;17
0529 Vestre Toten;Utvandring;2016K1;6
0529 Vestre Toten;Innflytting, innalandsk;2016K1;110
0529 Vestre Toten;Utflytting, innalandsk;2016K1;136
0529 Vestre Toten;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-15
0529 Vestre Toten;Folkevekst;2016K1;-24
0529 Vestre Toten;Folketalet ved utgangen av kvartalet;2016K1;13156
0532 Jevnaker;Folketalet ved inngangen av kvartalet;2016K1;6629
0532 Jevnaker;Fødde;2016K1;11
0532 Jevnaker;Døde;2016K1;21
0532 Jevnaker;Fødselsoverskot;2016K1;-10
0532 Jevnaker;Innvandring;2016K1;11
0532 Jevnaker;Utvandring;2016K1;6
0532 Jevnaker;Innflytting, innalandsk;2016K1;77
0532 Jevnaker;Utflytting, innalandsk;2016K1;75
0532 Jevnaker;Nettoinnflytting, inkl. inn- og utvandring;2016K1;7
0532 Jevnaker;Folkevekst;2016K1;-3
0532 Jevnaker;Folketalet ved utgangen av kvartalet;2016K1;6626
0533 Lunner;Folketalet ved inngangen av kvartalet;2016K1;9044
0533 Lunner;Fødde;2016K1;18
0533 Lunner;Døde;2016K1;17
0533 Lunner;Fødselsoverskot;2016K1;1
0533 Lunner;Innvandring;2016K1;20
0533 Lunner;Utvandring;2016K1;21
0533 Lunner;Innflytting, innalandsk;2016K1;100
0533 Lunner;Utflytting, innalandsk;2016K1;123
0533 Lunner;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-24
0533 Lunner;Folkevekst;2016K1;-23
0533 Lunner;Folketalet ved utgangen av kvartalet;2016K1;9021
0534 Gran;Folketalet ved inngangen av kvartalet;2016K1;13695
0534 Gran;Fødde;2016K1;34
0534 Gran;Døde;2016K1;38
0534 Gran;Fødselsoverskot;2016K1;-4
0534 Gran;Innvandring;2016K1;17
0534 Gran;Utvandring;2016K1;11
0534 Gran;Innflytting, innalandsk;2016K1;100
0534 Gran;Utflytting, innalandsk;2016K1;105
0534 Gran;Nettoinnflytting, inkl. inn- og utvandring;2016K1;1
0534 Gran;Folkevekst;2016K1;-3
0534 Gran;Folketalet ved utgangen av kvartalet;2016K1;13692
0536 Søndre Land;Folketalet ved inngangen av kvartalet;2016K1;5758
0536 Søndre Land;Fødde;2016K1;17
0536 Søndre Land;Døde;2016K1;21
0536 Søndre Land;Fødselsoverskot;2016K1;-4
0536 Søndre Land;Innvandring;2016K1;29
0536 Søndre Land;Utvandring;2016K1;2
0536 Søndre Land;Innflytting, innalandsk;2016K1;47
0536 Søndre Land;Utflytting, innalandsk;2016K1;84
0536 Søndre Land;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-10
0536 Søndre Land;Folkevekst;2016K1;-14
0536 Søndre Land;Folketalet ved utgangen av kvartalet;2016K1;5744
0538 Nordre Land;Folketalet ved inngangen av kvartalet;2016K1;6751
0538 Nordre Land;Fødde;2016K1;22
0538 Nordre Land;Døde;2016K1;27
0538 Nordre Land;Fødselsoverskot;2016K1;-5
0538 Nordre Land;Innvandring;2016K1;15
0538 Nordre Land;Utvandring;2016K1;1
0538 Nordre Land;Innflytting, innalandsk;2016K1;61
0538 Nordre Land;Utflytting, innalandsk;2016K1;47
0538 Nordre Land;Nettoinnflytting, inkl. inn- og utvandring;2016K1;28
0538 Nordre Land;Folkevekst;2016K1;23
0538 Nordre Land;Folketalet ved utgangen av kvartalet;2016K1;6774
0540 Sør-Aurdal;Folketalet ved inngangen av kvartalet;2016K1;3058
0540 Sør-Aurdal;Fødde;2016K1;8
0540 Sør-Aurdal;Døde;2016K1;11
0540 Sør-Aurdal;Fødselsoverskot;2016K1;-3
0540 Sør-Aurdal;Innvandring;2016K1;2
0540 Sør-Aurdal;Utvandring;2016K1;2
0540 Sør-Aurdal;Innflytting, innalandsk;2016K1;16
0540 Sør-Aurdal;Utflytting, innalandsk;2016K1;15
0540 Sør-Aurdal;Nettoinnflytting, inkl. inn- og utvandring;2016K1;1
0540 Sør-Aurdal;Folkevekst;2016K1;-2
0540 Sør-Aurdal;Folketalet ved utgangen av kvartalet;2016K1;3056
0541 Etnedal;Folketalet ved inngangen av kvartalet;2016K1;1321
0541 Etnedal;Fødde;2016K1;4
0541 Etnedal;Døde;2016K1;5
0541 Etnedal;Fødselsoverskot;2016K1;-1
0541 Etnedal;Innvandring;2016K1;3
0541 Etnedal;Utvandring;2016K1;0
0541 Etnedal;Innflytting, innalandsk;2016K1;10
0541 Etnedal;Utflytting, innalandsk;2016K1;9
0541 Etnedal;Nettoinnflytting, inkl. inn- og utvandring;2016K1;4
0541 Etnedal;Folkevekst;2016K1;3
0541 Etnedal;Folketalet ved utgangen av kvartalet;2016K1;1324
0542 Nord-Aurdal;Folketalet ved inngangen av kvartalet;2016K1;6458
0542 Nord-Aurdal;Fødde;2016K1;12
0542 Nord-Aurdal;Døde;2016K1;15
0542 Nord-Aurdal;Fødselsoverskot;2016K1;-3
0542 Nord-Aurdal;Innvandring;2016K1;7
0542 Nord-Aurdal;Utvandring;2016K1;6
0542 Nord-Aurdal;Innflytting, innalandsk;2016K1;49
0542 Nord-Aurdal;Utflytting, innalandsk;2016K1;64
0542 Nord-Aurdal;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-14
0542 Nord-Aurdal;Folkevekst;2016K1;-17
0542 Nord-Aurdal;Folketalet ved utgangen av kvartalet;2016K1;6441
0543 Vestre Slidre;Folketalet ved inngangen av kvartalet;2016K1;2168
0543 Vestre Slidre;Fødde;2016K1;4
0543 Vestre Slidre;Døde;2016K1;7
0543 Vestre Slidre;Fødselsoverskot;2016K1;-3
0543 Vestre Slidre;Innvandring;2016K1;4
0543 Vestre Slidre;Utvandring;2016K1;2
0543 Vestre Slidre;Innflytting, innalandsk;2016K1;24
0543 Vestre Slidre;Utflytting, innalandsk;2016K1;22
0543 Vestre Slidre;Nettoinnflytting, inkl. inn- og utvandring;2016K1;4
0543 Vestre Slidre;Folkevekst;2016K1;1
0543 Vestre Slidre;Folketalet ved utgangen av kvartalet;2016K1;2169
0544 Øystre Slidre;Folketalet ved inngangen av kvartalet;2016K1;3220
0544 Øystre Slidre;Fødde;2016K1;10
0544 Øystre Slidre;Døde;2016K1;11
0544 Øystre Slidre;Fødselsoverskot;2016K1;-1
0544 Øystre Slidre;Innvandring;2016K1;12
0544 Øystre Slidre;Utvandring;2016K1;2
0544 Øystre Slidre;Innflytting, innalandsk;2016K1;17
0544 Øystre Slidre;Utflytting, innalandsk;2016K1;20
0544 Øystre Slidre;Nettoinnflytting, inkl. inn- og utvandring;2016K1;7
0544 Øystre Slidre;Folkevekst;2016K1;6
0544 Øystre Slidre;Folketalet ved utgangen av kvartalet;2016K1;3226
0545 Vang;Folketalet ved inngangen av kvartalet;2016K1;1590
0545 Vang;Fødde;2016K1;2
0545 Vang;Døde;2016K1;8
0545 Vang;Fødselsoverskot;2016K1;-6
0545 Vang;Innvandring;2016K1;11
0545 Vang;Utvandring;2016K1;0
0545 Vang;Innflytting, innalandsk;2016K1;12
0545 Vang;Utflytting, innalandsk;2016K1;31
0545 Vang;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-8
0545 Vang;Folkevekst;2016K1;-14
0545 Vang;Folketalet ved utgangen av kvartalet;2016K1;1576
0602 Drammen;Folketalet ved inngangen av kvartalet;2016K1;67895
0602 Drammen;Fødde;2016K1;173
0602 Drammen;Døde;2016K1;134
0602 Drammen;Fødselsoverskot;2016K1;39
0602 Drammen;Innvandring;2016K1;228
0602 Drammen;Utvandring;2016K1;150
0602 Drammen;Innflytting, innalandsk;2016K1;849
0602 Drammen;Utflytting, innalandsk;2016K1;846
0602 Drammen;Nettoinnflytting, inkl. inn- og utvandring;2016K1;81
0602 Drammen;Folkevekst;2016K1;120
0602 Drammen;Folketalet ved utgangen av kvartalet;2016K1;68015
0604 Kongsberg;Folketalet ved inngangen av kvartalet;2016K1;27013
0604 Kongsberg;Fødde;2016K1;67
0604 Kongsberg;Døde;2016K1;45
0604 Kongsberg;Fødselsoverskot;2016K1;22
0604 Kongsberg;Innvandring;2016K1;90
0604 Kongsberg;Utvandring;2016K1;86
0604 Kongsberg;Innflytting, innalandsk;2016K1;248
0604 Kongsberg;Utflytting, innalandsk;2016K1;221
0604 Kongsberg;Nettoinnflytting, inkl. inn- og utvandring;2016K1;31
0604 Kongsberg;Folkevekst;2016K1;53
